1	1608098513029	40570620
1	1608098513046	14722584
1	1608098513067	12750303
1	1608098513075	6614166
1	1608098513084	8242920
1	1608098513093	7702533
1	1608098513110	14714606
1	1608098513120	8466800
1	1608098513129	7762032
1	1608098513138	8000704
1	1608098513147	6777635
1	1608098513154	5153778
1	1608098513166	10612778
1	1608098513177	9518174
1	1608098513188	9485041
1	1608098513198	8578281
1	1608098513212	12765914
1	1608098513219	6038510
1	1608098513229	9014540
1	1608098513244	12983179
1	1608098513252	5990176
1	1608098513261	6782233
1	1608098513274	12230011
1	1608098513284	8269438
1	1608098513294	8418896
1	1608098513303	6605176
1	1608098513310	6096554
1	1608098513318	5552615
1	1608098513326	7013937
1	1608098513334	6310554
1	1608098513346	11061209
1	1608098513362	14468655
1	1608098513369	6606856
1	1608098513378	6941753
1	1608098513385	6085394
1	1608098513394	7404986
1	1608098513401	6583688
1	1608098513411	7907879
1	1608098513419	6592619
1	1608098513425	5556209
1	1608098513437	10431902
1	1608098513446	7361926
1	1608098513455	6986065
1	1608098513464	6643255
1	1608098513473	7176245
1	1608098513482	7030079
1	1608098513490	6441909
1	1608098513500	8277702
1	1608098513508	6732659
1	1608098513517	7869483
1	1608098513523	4560775
1	1608098513531	6137026
1	1608098513538	5760772
1	1608098513546	6614279
1	1608098513553	5734850
1	1608098513568	13472341
1	1608098513575	6074662
1	1608098513582	5066368
1	1608098513590	6362925
1	1608098513600	8437982
1	1608098513609	7940869
1	1608098513616	5591433
1	1608098513624	6612463
1	1608098513633	7485805
1	1608098513642	7932993
1	1608098513649	5448255
1	1608098513657	6207893
1	1608098513663	4723120
1	1608098513670	4849949
1	1608098513677	6267199
1	1608098513684	4722148
1	1608098513691	6004648
1	1608098513698	5933848
1	1608098513704	4972496
1	1608098513712	5478279
1	1608098513718	4733059
1	1608098513724	4556888
1	1608098513730	5061373
1	1608098513737	6035062
1	1608098513744	5150417
1	1608098513750	4416088
1	1608098513757	5044628
1	1608098513764	5458162
1	1608098513770	4565724
1	1608098513778	6188720
1	1608098513786	6855195
1	1608098513793	6292877
1	1608098513800	5326452
1	1608098513809	7428803
1	1608098513817	6498768
1	1608098513826	7312242
1	1608098513835	8122312
1	1608098513846	9475428
1	1608098513854	5863443
1	1608098513861	5144369
1	1608098513867	5113900
1	1608098513875	5464625
1	1608098513882	6066220
1	1608098513894	9701848
1	1608098513901	4961790
1	1608098513908	6516046
1	1608098513916	6000221
1	1608098513923	5413880
1	1608098513929	4952231
1	1608098513937	5931536
1	1608098513944	5451495
1	1608098513949	4410780
1	1608098513955	4730014
1	1608098513961	4203325
1	1608098513967	4457040
1	1608098513974	5216555
1	1608098513980	4666073
1	1608098513990	8256608
1	1608098513995	4555372
1	1608098514003	5909939
1	1608098514010	5240187
1	1608098514016	5414994
1	1608098514023	4542932
1	1608098514029	4998888
1	1608098514034	3988743
1	1608098514040	4056147
1	1608098514046	5099576
1	1608098514053	6586602
1	1608098514060	5038898
1	1608098514066	4922696
1	1608098514073	5343859
1	1608098514080	4679342
1	1608098514087	5813198
1	1608098514095	7124341
1	1608098514103	6555410
1	1608098514115	10034986
1	1608098514125	9335038
1	1608098514131	4841594
1	1608098514137	4318178
1	1608098514143	4913924
1	1608098514150	4773927
1	1608098514157	5498553
1	1608098514163	4569984
1	1608098514169	5242457
1	1608098514177	5693782
1	1608098514182	4356896
1	1608098514190	6320066
1	1608098514202	9445355
1	1608098514210	5967719
1	1608098514217	5289613
1	1608098514224	5715628
1	1608098514232	6754229
1	1608098514239	6264622
1	1608098514247	5971043
1	1608098514255	6488251
1	1608098514265	8459104
1	1608098514277	9614894
1	1608098514285	6241517
1	1608098514292	5743655
1	1608098514298	5110234
1	1608098514305	5082340
1	1608098514311	5311730
1	1608098514320	7344474
1	1608098514328	6500249
1	1608098514335	5853707
1	1608098514343	6636896
1	1608098514352	7328364
1	1608098514360	7049399
1	1608098514369	7114529
1	1608098514376	5825354
1	1608098514383	5725243
1	1608098514390	5148257
1	1608098514397	5054340
1	1608098514404	6415891
1	1608098514411	5119018
1	1608098514417	5072669
1	1608098514423	4441326
1	1608098514430	5314626
1	1608098514438	6123889
1	1608098514445	5506731
1	1608098514454	7398743
1	1608098514463	7805254
1	1608098514470	5518672
1	1608098514477	5955919
1	1608098514484	4963838
1	1608098514491	5516956
1	1608098514497	4848438
1	1608098514504	5572752
1	1608098514511	5825407
1	1608098514519	5549547
1	1608098514525	5326511
1	1608098514533	6067402
1	1608098514541	6485259
1	1608098514548	5380398
1	1608098514555	5572742
1	1608098514563	6522424
1	1608098514572	7680488
1	1608098514579	5772727
1	1608098514587	6315827
1	1608098514602	13532294
1	1608098514611	7514671
1	1608098514617	5478021
1	1608098514624	4786030
1	1608098514632	7308795
1	1608098514638	4758984
1	1608098514645	5439510
1	1608098514651	4932733
1	1608098514661	5415803
1	1608098514669	6215151
1	1608098514677	6155055
1	1608098514684	6544198
1	1608098514692	6581359
1	1608098514699	4978221
1	1608098514705	5248553
1	1608098514715	8343760
1	1608098514725	8620079
1	1608098514731	4859103
1	1608098514737	4761967
1	1608098514745	7206857
1	1608098514753	6880186
1	1608098514762	6838698
1	1608098514768	5359053
1	1608098514773	4357798
1	1608098514785	9473058
1	1608098514794	7309910
1	1608098514800	5047620
1	1608098514807	6011250
1	1608098514815	6047217
1	1608098514821	5190539
1	1608098514830	7566325
1	1608098514839	6512951
1	1608098514846	5734646
1	1608098514853	5750861
1	1608098514861	6445890
1	1608098514869	6893697
1	1608098514876	5424844
1	1608098514883	5130825
1	1608098514891	7141624
1	1608098514898	5720653
1	1608098514905	5555227
1	1608098514912	5016296
1	1608098514918	5456912
1	1608098514927	7271485
1	1608098514934	5805639
1	1608098514943	7468382
1	1608098514950	5495713
1	1608098514959	7553509
1	1608098514966	6238281
1	1608098514974	6405713
1	1608098514981	4995795
1	1608098514988	5242688
1	1608098514996	6447821
1	1608098515006	8638538
1	1608098515012	4465580
1	1608098515019	5709114
1	1608098515027	6227279
1	1608098515034	6099634
1	1608098515042	6501924
1	1608098515048	5085780
1	1608098515059	8807628
1	1608098515068	5128218
1	1608098515074	4303289
1	1608098515081	5575406
1	1608098515089	6628410
1	1608098515096	5411057
1	1608098515102	4855273
1	1608098515109	5825207
1	1608098515116	4949344
1	1608098515122	4554552
1	1608098515129	5336384
1	1608098515135	4856368
1	1608098515142	5596368
1	1608098515148	4572078
1	1608098515155	5763524
1	1608098515164	8484083
1	1608098515172	5713397
1	1608098515179	5721180
1	1608098515188	8099660
1	1608098515196	7051800
1	1608098515205	6262260
1	1608098515212	6336015
1	1608098515218	5334065
1	1608098515228	7982540
1	1608098515234	5238551
1	1608098515256	20892873
1	1608098515264	6150719
1	1608098515270	4711511
1	1608098515281	10240180
1	1608098515289	6305144
1	1608098515295	5285104
1	1608098515303	5408883
1	1608098515308	4719400
1	1608098515315	5009430
1	1608098515321	4819967
1	1608098515327	5126076
1	1608098515334	5292434
1	1608098515341	5805816
1	1608098515347	4270337
1	1608098515354	6314123
1	1608098515360	4942688
1	1608098515366	4654500
1	1608098515374	6547791
1	1608098515380	4768337
1	1608098515389	7071717
1	1608098515394	4480961
1	1608098515402	6173573
1	1608098515408	4867006
1	1608098515413	4547232
1	1608098515421	6438918
1	1608098515429	6277913
1	1608098515434	4378321
1	1608098515442	5998884
1	1608098515448	4625935
1	1608098515454	5215465
1	1608098515462	6213972
1	1608098515469	5881526
1	1608098515475	4732205
1	1608098515483	6930690
1	1608098515490	4926619
1	1608098515497	5874002
1	1608098515504	5278658
1	1608098515510	5120832
